text_a,Target,label
"HillaryforNV MissLynnetteH 2 hours left, let is chip in $ 5, Nevada! raisethenewPOTUS",Hillary Clinton,0
How anyone can believe a single word that comes out of that woman is mouth is beyond me ...,Hillary Clinton,0
RT Waitingforahero 2nd tweet POTUS2016 candidates guncontrol Read article esp JebBush make GunViolence worse & GunSen ...,Hillary Clinton,0
HillaryIn2016 hey I just checked your web log. Kudos! Keep it up!,Hillary Clinton,0
"The owner of Univisin, donated as much as $ 25 million to the Clinton Foundation, his wife sits on its board Univision Trump",Hillary Clinton,0
Hillary had just enough time to doctor her email inbox to her advantage before releasing them .... hahaha justkidding,Hillary Clinton,0
". davelevinthal Operating a shredder, now hillaryclinton is WAY more adept at using THAT! WakeUpAmerica TCOT OhHillNO!",Hillary Clinton,0
"theblaze gee, what a busy schedule she had.",Hillary Clinton,0
So you reply used to the AP calling for your approval before running a story davidaxelrod? LikeHillary HillaryEmails,Hillary Clinton,0
"White, middle aged men did a pretty good job leading this Country for 230 years. Racist? Sexist? No, I am a realist.",Hillary Clinton,0
It is more than mistakes ... with HillaryClinton lying and cover ups are a way of life. NormanSie n2toom tcot uniteblue,Hillary Clinton,0
Hillary can t use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,0
gerfingerpoken2 hillary is most likely a felon many times over but has been protected by the political class.,Hillary Clinton,0
HillaryClinton you have my support. Now lets see how many people follow me. 2016election,Hillary Clinton,0
Hillary is still very weak among grassroots as shown by how strong BernieSanders got how fast on how little. AaronBlakeWP,Hillary Clinton,0
"Now that Hillary is raising money like an incumbent president, can we stop pretending that she won t be the nominee?",Hillary Clinton,0
"All Americans have value to our society, it is called a vote. LiberalLogic InternationalJokeDay",Hillary Clinton,0
Free market capitalism is America is best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,0
Thank you for your kind Real-time strategy and FAVs pamnsc !!! WakeUpAmerica todosmarchamos Cuba,Hillary Clinton,0
Hillary is campaign raised $ 45 million 91 of all donations were $ 100 or less This is a record. Beating Obama is record in 11,Hillary Clinton,0
Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites.,Hillary Clinton,0
. NewtGingrich on HillaryClinton She is very formidable ... she is a very competent person.,Hillary Clinton,0
WashTimes BretBaier Why is there no outrage about all the smoke & mirrors with / this candidate? Are you hiding Hill! SpillHill,Hillary Clinton,0
I am really excited for 2016 after finding out the amount HillaryClinton raised. We got this.,Hillary Clinton,0
docdebags awelab1956 BuzzFeedAndrew BuzzFeedNews It will. Otherwise we reply guaranteed GOP in control of all 3 branches.,Hillary Clinton,0
. DavidLimbaugh agree put it back .. But I have a feeling it won t go away .. It will keep coming back!,Hillary Clinton,0
of lear jets and fax machines ... laughing out loud HillaryClinton woman of the people HA! BestTheyveGot SlushFund UraniumDeal SniperFire,Hillary Clinton,0
. FoxNews brithume okay .. So where are these emails coming from? Didnt HillaryClinton already say the server was erased? LIES,Hillary Clinton,0
I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true?,Hillary Clinton,0
CoachDLG515 Retired36 I am glad that you will now slice all round.,Hillary Clinton,0
Obama administration lies again .. Knew of HillaryEmails being private .. transparency ????,Hillary Clinton,0
"Dude, why can t Hillary run a fax machine?",Hillary Clinton,0
jimlibertarian peddoc63 Callisto1947 MaydnUSA c5hardtop1999 surfermom77 SMolloyDVM That is right!,Hillary Clinton,0
If a man demanded staff to get him an ice tea he d be called a sexists elitist pig .. Oh I Never Knew Oh I Never Knew Hillary,Hillary Clinton,0
HillaryClinton will be the nominee for the Democratic Party. Period. And she is going to win the Presidency too. SorryBernie,Hillary Clinton,0
RNRNewYork in her Emails HillaryClinton said there were a couple of Facebooks on her TotalIncompetence RedNationRising,Hillary Clinton,0
"DrMartyFox BossHoggUSMC JohnFromCranber seanhannity SheriffClarke Fine, they can leave USA & never come back. OiP Cruz2016",Hillary Clinton,0
"My birthday is on July 24th, if anyone needs a gift idea ChillaryClinton",Hillary Clinton,0
LOOKING FORWARD TO CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS !! SO EXCITING! tcot,Hillary Clinton,0
POTUS I want you to President for a 3rd term !!! Please make it happen laughing out loud! I am fine with,Hillary Clinton,0
AskPOTUS Would you fire the GOP congress for not doing their job if you could? GOPFail,Hillary Clinton,0
jhewitt1280 SpeakerBoehner HouseBenghazi TGowdySC What her emails? They released the rest all very boring.,Hillary Clinton,0
hey transparent HillaryClinton so ... who is Santa? LibHack Pay2Play Corruptocrat tcot Benghazi VinceFoster Monica,Hillary Clinton,0
"Take it easy Ed, BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.",Hillary Clinton,0
The cool Aid drinking leftanistas continue to close ranks with support for Madame Secretary. what the f**k? Hillary is a fraud full of lies.,Hillary Clinton,0
"Trump is inauguration speech God Forbid !!..... Me me me me China me me, did i mention me yet !?.. where is my hairspray China",Hillary Clinton,0
KCA VoteJKT48ID RfWheels3015 davidjones720 rratkinson Right I mean what the heck is an ArabDonorGroup ?? HillaryEmails D ...,Hillary Clinton,0
HillaryClinton is opening 10 more offices in Iowa this week. She is not playing around! iacaucus,Hillary Clinton,0
Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! tcot UniteBlue,Hillary Clinton,0
"Make sure to make it to the Brew House in Pella, IA tomorrow 3 to meet with HillaryClinton supporters!",Hillary Clinton,0
Univision ignores Latino candidate Marco Rubio because he does t fit their narrative. They reply invested with Hillary rubio2016,Hillary Clinton,0
"Overheard at the Davenport open house Oh, I know you from Facebook! DigitalOrganizing",Hillary Clinton,0
"TODAYshow ChrisChristie is not qualified b / see he eats $ 82, 000 in snacks & b / see of D corruption of Bridgegate A BIG FAT BULLY!",Hillary Clinton,0
AutumnNAlston JonathanDKF _sarah_babb_ McCollumMike HillaryClinton HillaryforSC Inaugural tweet from our new account! Go,Hillary Clinton,0
"hughhewitt like I tweeted you way back when, ACA software can be fixed, but GOP strategic mistake of repeal can t be fixed",Hillary Clinton,0
msnbc Lawrence JoeBiden SenSanders we love Joe and Bernie but they ARE too OLD they would end up a OneTerm President,Hillary Clinton,0
HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND !!! WHOOOO !! tcOT,Hillary Clinton,0
RobBently JonahNRO BernieSanders Hillary campaign will shortly announce that Sanders was born in Canada. Yeah that is it.,Hillary Clinton,0
"Bill Clinton Decided against taking out Bin Laden. And we Got September 11, 2001.",Hillary Clinton,0
politico YAWNzzzzzzzzzzzzzz could keep the z is going for the full amt of Tweet characters but you get the point.,Hillary Clinton,0
"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS. THINK ABOUT THAT.",Hillary Clinton,0
Kind of scares me that there are still thousands of emails that have not been released from Hillary is private emails.,Hillary Clinton,0
"TheDonald can t keep a beauty pageant afloat and wants to be the President? Aw, hell no.",Hillary Clinton,0
You know emailgate must be going nowhere when Fox News are hashing out the Bosnia sniper fire story again.,Hillary Clinton,0
BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Hillary Clinton,0
"maddow I love Bern, but it is not his time!",Hillary Clinton,0
It is what is best for business and presidential seat for HillaryClinton,Hillary Clinton,0
It is great that JebBush supports GMO crops. It is like the IT skepticism all over again. Science versus belief. JebBush,Hillary Clinton,0
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,0
If you need me I will be screaming like a little baby from now until about ten minutes after HillaryClinton arrives in PTown.,Hillary Clinton,0
The biggest dumps of bad info is before a holiday weekend. What comes out of WH and state dept today? HillaryEmails LiarLiar,Hillary Clinton,0
Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson.,Hillary Clinton,0
Those aren t pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits. Very high tech.,Hillary Clinton,0
Just ordered my Chillary Clinton Koozies. got to support the team.,Hillary Clinton,0
We can t expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long Bernie2016,Hillary Clinton,0
realDonaldTrump not good when only AnnCoulter defends you. Your big mouth & giant ego are your downfall stupidisasstupiddoes,Hillary Clinton,0
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,0
JW4Hillary MrDane1982 I choose it takes a village!,Hillary Clinton,0
"mizerello meetthepress at least he didn t lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,0
HILLARY has been lying for so long that her first fib was in morse code HillNo2016,Hillary Clinton,0
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,2
INeedMeninist because HillaryClinton is running for president ... do I need to say more?,Hillary Clinton,0
Cruz Perry 2016 tedcruz GovernorPerry It is the only win win choice,Hillary Clinton,0
CPC thinks they can run antisocial personal attack advertising on socialmedia! laughing out loud! cdnpoli StopHarper FeelTheBern fnpoli,Hillary Clinton,1
CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump Trump,Hillary Clinton,1
Was asked by HillaryClinton to help with her campaign. Gladly excitedly accepted!,Hillary Clinton,2
"HillaryforIA come on, Iowa! For better USA and the ROW",Hillary Clinton,2
"Pundits say Jim Webb facing uphill battle with Hillary. Really, it is with Bernie for the anti Hillary vote. JimWebb",Hillary Clinton,0
Exciting to hear more about our Fellows all across the country on tonight is call. Special shout out to the FellowsIA.,Hillary Clinton,1
AnitaFinlay politico Hillary is doing the right thing staying focus on her campaign.,Hillary Clinton,2
chicagotribune ayyylmao do Democrats & other liberals realize no one wants HillaryClinton which is Obamanation 2. 0?,Hillary Clinton,0
"betheljd Thanks for the follow David, may God bless you and your family. freeallfour",Hillary Clinton,1
Network_Citizen ProudInfidel33 YoungBLKRepub HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
sunbeltgirl 9975Ts bobwilsonn HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud StopHillary2016,Hillary Clinton,0
WoodenThreat ProudInfidel33 HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
kin2souls sunbeltgirl ChristiChat HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
RedStateJake HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
gerfingerpoken Why is this woman like teflon? She has committed enough egregious crimes she should B superglued 2the dang wall!,Hillary Clinton,0
Babbsgirl2 HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
ResistTyranny HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
weknowwhatsbest HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
randyprine fabiaceae They know they reply going to lose to HRC so they keep trying!,Hillary Clinton,2
realDonaldTrump HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
If you support HillaryClinton you are supporting another term of the policies of George with Bush. democrats mepolitics,Hillary Clinton,0
Shy_Buffy welcome little sister! Love you!,Hillary Clinton,1
politico anniekarni HillaryClinton can t even manage billclinton & she wants to be POTUS WakeUpAmerica StopHillary2016,Hillary Clinton,0
oreillyfactor HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
FoxNews HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
politico HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
Another Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,Hillary Clinton,2
TIMENOUT HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! Rockstars,Hillary Clinton,1
The most revealing part about Hillary is released emails is that they reply pretty much as boring as mine. nofriends,Hillary Clinton,0
"FrankCraig skzdalimit if you reply the best your side has to offer, we have nothing to worry about, slick.",Hillary Clinton,1
"RAM0018 joanwalsh Salon BreeNewsome chrislhayes Without the blacks and minority voters? NO, Won t happen!",Hillary Clinton,1
popcornreel joanwalsh SenSanders BernieSanders He is what he is and it does t resonate with minority and black voters!,Hillary Clinton,1
awadgolf Crossbearer1956 ScottSaxman1 This is why I am not voting for Hillary,Hillary Clinton,0
foxnewspolitics NOT EVEN A LITTLE BIT !!! Nobama WeMissYouGipper,Hillary Clinton,1
"Putin, NothingMoreAmericanThan voting based for a politician to lead the country when she can t even handle email. think",Hillary Clinton,0
"Putin, NothingMoreAmericanThan voting for a politician to lead the country when she can t even handle email. think",Hillary Clinton,0
2 people that are surprising? Trump & Fiorina. Why? Cause they reply being honest with / what they think. Obama built that.,Hillary Clinton,1
So we reply to believe that Santa is a hairstylist? Um ... okay. You often need code for that. Lies,Hillary Clinton,1
"Jimmy Fallon music playing. Thank you .... DonaldTrump ... for driving Latinos and Gays out to vote by the millions. Love,",Hillary Clinton,1
oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas?,Hillary Clinton,1
So excited to hear HillaryClinton speak here at dartmouth in Hanover HillaryinNH HillaryforNH,Hillary Clinton,2
HillaryInNH is like Adolph Hitler in a Synagogue. tcot uniteblue ctot,Hillary Clinton,0
Ered604 welcome 2 Twitter PROUD to be UNITEBLUE WarOnWomen worldpeace tngov TN socialjustice AllLivesMatter unity,Hillary Clinton,1
Volunteer with your local campaign this weekend! Help build Team Hillary march with / us in Bethesda! AdamParkhomenko MD,Hillary Clinton,2
Didn t think about that. denial of normal t think I d ever vote for someone with dual citizenship. Can t believe it is legal. Bernie,Hillary Clinton,1
Clinton entitlement is the proverbial American hemorrhoid tcot Opinionated,Hillary Clinton,0
"Norman Hsu illegally donated $ 850, 000 to HillaryClinton, there is evidence he worked for China. White House for sale.",Hillary Clinton,0
"kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he is a moderate.",Hillary Clinton,1
"HillaryClinton lied about the cost of the gala, she was fined for it, but if it were GOP they d be in jail Unfit for office",Hillary Clinton,0
Fabulous HillaryClinton! You hit on every subject and I am proud of you ending on a note of kindness. HillaryInNH,Hillary Clinton,2
"SOCIALMEDIA is NOT for sociopaths & psychopaths. If you insult people you denial of normal t know, you are the above. Resign. feelthebern",Hillary Clinton,1
ZekeJMiller BretBaier danmericaCNN How could anyone vote for that woman?,Hillary Clinton,0
RedHatGeek Hillary is nose from lying is now bigger than Bill is cigars.,Hillary Clinton,0
DemocratGuide Reuters pussy Hlllary just raised 45 million!,Hillary Clinton,0
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. july4th,Hillary Clinton,0
JOEL5H wonderfullone Bipartisanism I hear the Peter Gunn theme. She is going to kick some serious GOP ass.,Hillary Clinton,0
At least the few mistakes made by GOP candidates on the campaign aren t felonies like the ones HillaryClinton makes. OhHillNo,Hillary Clinton,0
Great comments by MittRomney about pathological liar HillaryClinton.,Hillary Clinton,0
I wish Bernie is fans would stop screaming. Bernie2016,Hillary Clinton,0
realDonaldTrump is the only honest voice of the GOP and that should scare the shit out of everyone!,Hillary Clinton,0
"frodofied SO? that will NEVER erase their support of DOMA & silence on LGBT Lesbien, Gay, Bisexual, Transgender and Queer. rights until it is politically aventageous.",Hillary Clinton,0
roughcountry451 vendettajane Fortunately Bryan he does not have a saying on that freeallfour,Hillary Clinton,0
anthonyweiner super out of touch and stupid. Please go away. NYCPride New York City,Hillary Clinton,0
"clantro jjauthor CarmineZozzora Why not, they lie about everything else, even when confronted with the truth. freeallfour",Hillary Clinton,0
"over the river and through the woods, and UP WITH HILL WE GO! Yass HillaryClinton Hillary",Hillary Clinton,0
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie does t even know. Trump2016",Hillary Clinton,0
greta What Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted,Hillary Clinton,0
"TrucksHorsesDog CommonCore, another brilliant idea supported by a bush. nomorebushes",Hillary Clinton,0
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? p2 bernie2016",Hillary Clinton,0
"She is NOT a WOMAN, she is a POLITICIAN. WhyImNotVotingForHillary StopHillaryClinton2016 Benghazi savetheUSA",Hillary Clinton,0
"HillaryClinton I wish you were in Benghazi instead of those great people, marijuana liar and power hungry animal",Hillary Clinton,0
"YAAAS, Hillary! TsarRhys wins best dressed here at the Merrimack 4th of July parade! HillaryforNH",Hillary Clinton,0
"The Dukes of hazard has been on television for 36 years, yet you were t offended until the liberals told you to be. unitedblue",Hillary Clinton,0
". HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,0
Why does the shit barometer always rise when Republicans speak? USA July4,Hillary Clinton,0
Ba68scgal The guy with / the Benghazi sign has guts Loveit NoHillary2016,Hillary Clinton,0
"vendettajane Thanks for the follow, may God bless you and your family! freeallfour",Hillary Clinton,0
MyOTRadventure Compassion the new frontier Hillary will go where she is never gone before She will need a village & a committee,Hillary Clinton,0
Since Saturday Night Live ain t that funny anymore please JoeBiden run for president .. if even just for the hilarious debates between you &,Hillary Clinton,0
"I support Bernie on account USA needs a new direction but, if he loses in primary, I will support Hillary Clinton. Sanders2016",Hillary Clinton,0
"HillaryClinton Your treatment of the press, Amb Stevens family, and the intelligence of the American people is enough to send you to jail",Hillary Clinton,0
Hilly & Barry is Bloody Benghazi Bamboozle HillaryIceCreamFlavors tcot WakeUpAmerica,Hillary Clinton,0
NumbersMuncher HillaryClinton She is the animal !! She is also a sellout !!! people that vote for her are sellouts !! NoHillary2016,Hillary Clinton,0
"redsteeze Broke, as in Dead broke Elitist Nauseating Get behind the rope Hateful Arrogant Z ideology Someone else add Z.",Hillary Clinton,0
redsteeze maggieNYT By that time the guy with Benghazi sign will be arrested.,Hillary Clinton,0
adamplevy maggieNYT danmericaCNN The people came to see & hear Hillary not the Press obstructing their view,Hillary Clinton,0
PoliticalShort She would have to have a conscious to be haunted. jlconnell66 killary Marxism,Hillary Clinton,0
theblaze Heaven forbid anyone invade the space of the Queen of Lies. _,Hillary Clinton,0
"TarekFatah anniekarni And Abedin is penumbra, the Muslim Brotherhood. Her connection is incontrovertible HumaAbedin",Hillary Clinton,0
/ Leftest Hippocratic Domecrats won t vote for FineLady MichellBachmann but will vote for EmailScandal Benghazi Killary,Hillary Clinton,0
Support independent BernieSanders because he is not a liar. POTUS libcrib democrats tlot republicans WakeUpAmerica,Hillary Clinton,0
Babbsgirl2 DrMartyFox She is as bad or worse possibly than Obama and she will continue to break laws as if she is invincible.,Hillary Clinton,0
times was that awkwardness or awfulness? I think the latter,Hillary Clinton,0
Today is number is 8! That is how many years old Jesus was when he learned to ride a bike! Pretty cool dude! USWNT proudmom,Hillary Clinton,0
"JessieJaneDuff Results matter. you may feel less safe, but that is your mental health issues. No 9 / 11s on Obama is watch",Hillary Clinton,0
Grateful for the chance to tell the world about my love of many flavors of ice cream! WakeUpAmerica,Hillary Clinton,0
"If you cant dazzle them with brilliance, baffle them with bullshit. HillaryClinton libstardsareidiots",Hillary Clinton,0
akawhit1 ITS TIME TO ROPE OFF KILLARY FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD WakeUpAmerica,Hillary Clinton,0
